"Date"	"Tree"	"Location"	"Temp"	"Time"	"Real_time"	"file_name"	"Hour"	"DOY"	"VWC"	"Soil_temp"	"EC"	"RH"	"Air_temp"	"AtmPress"	"Wind_speed"	"Wind_Gusts"	"Air_Direction"	"slopeCO2_lin"	"intCO2_lin"	"adjR2CO2_lin"	"pvalueCO2_lin"	"initial"	"aCO2_exp"	"assymptCO2_exp"	"slopeCO2_exp"	"adjR2CO2_exp"	"pvalueCO2_exp"	"slopeCH4_lin"	"intCH4_lin"	"adjR2CH4_lin"	"pvalueCH4_lin"	"aCH4_exp"	"assymptCH4_exp"	"slopeCH4_exp"	"adjR2CH4_exp"	"pvalueCH4_exp"	"slopeH2O_lin"	"intH2O_lin"	"adjR2H2O_lin"	"pvalueH2O_lin"	"aH2O_exp"	"assymptH2O_exp"	"slopeH2O_exp"	"adjR2H2O_exp"	"pvalueH2O_exp"	"CO2_lin_flux"	"CH4_lin_flux"	"H2O_lin_flux"	"CO2_flux"	"CO2_adjR2"	"CO2_fit"	"CH4_flux"	"CH4_adjR2"	"CH4_fit"	"H2O_flux"	"H2O_adjR2"	"H2O_fit"	"CO2_exp_flux"	"CH4_exp_flux"	"H2O_exp_flux"	"Height"	"Diam"	"BA"	"GWT"	"SF"	"EVI"
"1"	"2017-11-17"	"A"	1	7.8	"4:14:03"	"11:27:00"	"gga01Oct2002_f0002.txt"	11	321	0.343	9.9	0.07	0.56	7.425	102.31	1.2925	3.225	340.25	0.0939421420789255	-1068.79480336987	0.960726849184444	1.12915282216855e-78	109	0.0025594428126497	412.226866491822	0.126287685555216	0.962836988451237	4.52954491893722e-08	1.96046249522878e-05	1.40859436588406	0.0566201477577054	0.0119096608884077	0.037458404180907	1.71066080116779	0.000246131725935298	0.0660109574187677	0.064919282334765	2.3085047100884	-31017.504115315	0.302210966294835	2.48886858553194e-10	0.0158873449576187	4627.88144061137	9.88846526256127	0.361327836809453	0.000163947796725045	0.491557826493187	0.102582362052851	12.0793877234241	0.660807799892644	0.962836988451237	"exp"	0.102582362052851	0.0566201477577054	"lin"	51.7419805877349	0.361327836809453	"exp"	0.660807799892644	1.2878988444837	51.7419805877349	60	50.2	1979.234788	-0.991482875	NA	0.3047
"2"	"2017-11-17"	"A"	2	7.4	"4:20:00"	"11:32:57"	"gga01Oct2002_f0002.txt"	11	321	0.343	9.9	0.07	0.56	7.425	102.31	1.2925	3.225	340.25	0.0346017501916716	-170.263568031794	0.833506119417296	1.8649256144059e-44	283	0.00917699805190754	377.987138556104	0.0923952879157061	0.847283532489272	4.04630052920632e-15	-5.17213755214939e-06	1.79189698919881	0.00397274354941978	0.511054983261076	NA	NA	NA	NA	NA	0.879471972267557	-9415.34919392705	0.0658939767956089	0.00377882755051859	NA	NA	NA	NA	NA	0.181313990803993	-0.027102123313783	4.6084539715124	0.484153497747429	0.847283532489272	"exp"	-0.027102123313783	0.00397274354941978	"lin"	4.6084539715124	0.0658939767956089	"lin"	0.484153497747429	NA	NA	107	50.2	1979.234788	-0.991482875	NA	0.3047
"3"	"2017-11-17"	"A"	3	7.2	"4:25:18"	"11:38:15"	"gga01Oct2002_f0002.txt"	11	321	0.343	9.9	0.07	0.56	7.425	102.31	1.2925	3.225	340.25	0.0538534939583329	-494.05710836894	0.91635140041641	9.088814365077e-61	438	0.00467563342447341	381.359082942731	0.0865370112299581	0.944387845797838	8.57314198096744e-13	-1.62159966788229e-05	1.96404532149457	0.0492730372797454	0.0192078573211751	NA	NA	NA	NA	NA	1.24902257430208	-15692.4430957123	0.13528545447845	4.23476586718099e-05	0.0174364710536288	4436.60870917076	6.3137236610124	0.190315431051023	0.00924217695915671	0.282395007234288	-0.0850328579046413	6.549579479072	0.453779655062407	0.944387845797838	"exp"	-0.0850328579046413	0.0492730372797454	"lin"	6.549579479072	0.13528545447845	"lin"	0.453779655062407	NA	33.107676176153	168	50.2	1979.234788	-0.991482875	NA	0.3047
"4"	"2017-11-17"	"B"	1	9	"4:31:02"	"11:43:59"	"gga01Oct2002_f0002.txt"	11	321	0.343	9.9	0.07	0.56	7.425	102.31	1.2925	3.225	340.25	0.185171369185427	-2647.02382717818	0.98670788065134	2.53972146359063e-104	605	0.00195362090050971	480.401179363026	0.224860162435122	0.9931380278551	7.17506883886475e-17	-3.27807345925045e-07	1.70686818874806	2.08644173842197e-05	0.962051134497403	0.167895593064975	1.70167970784759	0.000925055666686106	0.0204513670186691	0.333569488419821	0.5322067915629	-4455.5223635651	0.0194428870441495	0.0772763920260622	0.0743450721193258	4285.55996570127	28.4013019010836	0.0387419865235498	0.0293614263530265	0.964797100065198	-0.00170797233999954	2.77295335339184	1.17158734415551	0.9931380278551	"exp"	-0.00170797233999954	2.08644173842197e-05	"lin"	2.77295335339184	0.0194428870441495	"lin"	1.17158734415551	4.81981112168538	147.979106234303	53	58.25366941	2665.240814	-0.991482875	NA	0.3047
"5"	"2017-11-17"	"B"	2	8	"4:36:07"	"11:49:04"	"gga01Oct2002_f0002.txt"	11	321	0.343	9.9	0.07	0.56	7.425	102.31	1.2925	3.225	340.25	0.141108627652575	-1973.8202948042	0.9882893979904	2.54759111958379e-107	753	NA	NA	NA	NA	NA	-3.57210552917231e-05	2.29169421708523	0.250638085200975	2.19983256565665e-08	0.000946898632505882	1.65383350342076	-4.39895930818976e-05	0.242007799478369	0.785368855087253	3.01641459300514	-45928.7562938135	0.548191395268688	9.70263872281527e-21	NA	NA	NA	NA	NA	0.7378337352689	-0.186779505208788	15.7723342881366	0.7378337352689	0.9882893979904	"lin"	-0.186779505208788	0.250638085200975	"lin"	15.7723342881366	0.548191395268688	"lin"	NA	-0.230014325250815	NA	96	58.25366941	2665.240814	-0.991482875	NA	0.3047
"6"	"2017-11-17"	"B"	3	7.7	"4:41:16"	"11:54:13"	"gga01Oct2002_f0002.txt"	11	321	0.343	9.9	0.07	0.56	7.425	102.31	1.2925	3.225	340.25	0.140070874203061	-1995.43457153713	0.960772517341027	1.05975018348225e-78	904	0.00720899644120438	406.562261200953	0.305648914110922	0.984039741048944	1.79921804038402e-44	9.10303135866058e-05	0.148130073880637	0.56671254312133	1.61029387395762e-21	0.0135162728397146	1.70368612844216	0.000364887037640174	0.538114189994483	1.48613157512781e-08	-1.02558103901506	21878.4393705593	0.0969937868586905	0.000514787884727924	NA	NA	NA	NA	NA	0.733190259080998	0.476491201918476	-5.36832537086844	1.59989582273854	0.984039741048944	"exp"	0.476491201918476	0.56671254312133	"lin"	-5.36832537086844	0.0969937868586905	"lin"	1.59989582273854	1.90997324165234	NA	157	58.25366941	2665.240814	-0.991482875	NA	0.3047
"7"	"2017-11-17"	"C"	1	16.7	"4:47:24"	"12:00:21"	"gga01Oct2002_f0002.txt"	12	321	0.343	9.8	0.07	0.53375	8.075	102.23	1.34	3.75	341.75	0.130298168748131	-1878.28764031096	0.965414144503167	1.10529127162231e-81	1082	0.0031020533424215	425.696357389098	0.176610311584129	0.980934285065073	3.64374480554283e-15	-2.67694639877338e-06	1.75036580598397	0.00160719124858667	0.676123408435389	NA	NA	NA	NA	NA	1.23914947672146	-17000.4948004365	0.101354518190423	0.000388521809040486	NA	NA	NA	NA	NA	0.660330493195509	-0.0135663405920685	6.27981339237487	0.895033101940145	0.980934285065073	"exp"	-0.0135663405920685	0.00160719124858667	"lin"	6.27981339237487	0.101354518190423	"lin"	0.895033101940145	NA	NA	57	63.48944794	3165.869311	-0.9938137	NA	0.3047
"8"	"2017-11-17"	"C"	2	12.5	"4:52:40"	"12:05:37"	"gga01Oct2002_f0002.txt"	12	321	0.343	9.8	0.07	0.53375	8.075	102.23	1.34	3.75	341.75	0.119739269052081	-1738.55649268573	0.974466732563857	7.22495722642156e-89	1236	0.00468415353756661	405.341767072815	0.202223185457129	0.984247381194884	1.10171252763983e-30	5.86418021541193e-06	1.59515196785034	0.0055770540679723	0.4359907631908	NA	NA	NA	NA	NA	2.19565909434638	-34415.9243871534	0.287649576053828	7.84649090456488e-10	0.0379790371200314	4504.95964210797	32.9054039587715	0.324495145210207	8.30207083111174e-08	0.615746605219952	0.0301559303695711	11.2909461053754	1.03991147538935	0.984247381194884	"exp"	0.0301559303695711	0.0055770540679723	"lin"	169.212581147392	0.324495145210207	"exp"	1.03991147538935	NA	169.212581147392	95	63.48944794	3165.869311	-0.9938137	NA	0.3047
"9"	"2017-11-17"	"C"	3	12.5	"4:58:11"	"12:11:08"	"gga01Oct2002_f0002.txt"	12	321	0.343	9.8	0.07	0.53375	8.075	102.23	1.34	3.75	341.75	0.0999675221418096	-1422.68391531118	0.970818389153678	1.04901943717357e-85	1397	0.00470560111216824	400.184891457067	0.168276490612501	0.981089149704726	1.00371410267614e-27	-8.24656387244325e-06	1.85033042030359	0.0120691120041362	0.251043879592093	NA	NA	NA	NA	NA	0.867994698337196	-11226.8092689016	0.0679370726789311	0.00331627566638073	0.00919351755124171	4515.98431790981	2.38152848325332	0.0648997669819784	0.245521630151626	0.514072474956366	-0.0424070879118013	4.46357150065428	0.865344165312273	0.981089149704726	"exp"	-0.0424070879118013	0.0120691120041362	"lin"	4.46357150065428	0.0679370726789311	"lin"	0.865344165312273	NA	12.2467599009647	151	63.48944794	3165.869311	-0.9938137	NA	0.3047
"10"	"2017-11-17"	"D"	1	9.4	"5:04:31"	"12:17:28"	"gga01Oct2002_f0002.txt"	12	321	0.343	9.8	0.07	0.53375	8.075	102.23	1.34	3.75	341.75	0.118155114399536	-1794.21747340539	0.979006397682278	1.67608103653502e-93	1582	0.00176966871408042	444.023137520901	0.138995333176454	0.986318426806172	8.68072506151641e-09	2.3854266274142e-05	1.26099584984126	0.100043883166683	0.000719769255028174	0.809242705536507	1.69991364176336	0.00968148982864809	0.0452449577473815	0.399964940261619	2.45647154364189	-40788.2817076386	0.356898764984707	2.696942116844e-12	0.00809900235558996	4694.58120976339	5.09606406006082	0.400058525307454	0.0186824075637121	0.614270089274125	0.124014625589864	12.7708140445775	0.722615150033004	0.986318426806172	"exp"	0.124014625589864	0.100043883166683	"lin"	26.4936455863862	0.400058525307454	"exp"	0.722615150033004	50.332562001849	26.4936455863862	44	43.3	1472.535163	-0.9938137	NA	0.3047
